Course Title,Rating,Level,Schedule,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Number of Review
"The Effect of Fires on People, Property and the Environment",4.7,Not specified,Flexible schedule,Not specified,Not specified,"Introduction to Fire Behavior , What is Fire Protection Engineering?, Fire Safety Subsystems, The Effects of Fire on People, Effects of Fire on Property and the Environment, Implementing Fire Safety Designs","James Milke, PhD","University of Maryland, College Park",Physical Science and Engineering,https://www.coursera.org/learn/fire-effect,14.0,503
Digital Signal Processing 1: Basic Concepts and Algorithms,4.5,Intermediate level,Flexible schedule,The nature of discrete-time signalsDiscrete-time signals are vectors in a vector spaceDiscrete-time signals can be analyzed in the frequency domain via the Fourier transform,Not specified,"Module 1.1: Digital Signal Processing: the Basics, Module 1.2: Signal Processing Meets Vector Space, Module 1.3: Fourier Analysis: the Basics, Module 1.4: Fourier Analysis: More Advanced Tools","Paolo Prandoni, Martin Vetterli",École Polytechnique Fédérale de Lausanne,Physical Science and Engineering,https://www.coursera.org/learn/dsp1,28.0,554
From the Big Bang to Dark Energy,4.8,Beginner level,Flexible schedule,"How the Universe began with daily life experience, and learn the techniques/findings in modern physics that provide us this understandingBirth of elements and Higgs BosonDark matter and anti-matter—some of the more mysterious sides of the UniverseDark energy, inflation, and the possible fates of our Universe",Not specified,"From Daily Life to the Big Bang, Birth of Elements and Higgs Boson, Dark Matter and Anti-Matter, Inflation and Dark Energy",Hitoshi Murayama,The University of Tokyo,Physical Science and Engineering,https://www.coursera.org/learn/big-bang,31.0,3437
Machine Design Part I,4.8,Intermediate level,Flexible schedule,Not specified,"Materials, Problem Solving, Mechanical Design, Failure","Material Properties in Design, Static Failure Theories - Part I, Static Failure Theories - Part II, Fatigue Failure - Part I, Fatigue Failure - Part II",Dr. Kathryn Wingate,Georgia Institute of Technology,Physical Science and Engineering,https://www.coursera.org/learn/machine-design1,31.0,2083
Tropical Forest Landscapes 101: Conservation & Restoration,4.9,Beginner level,Flexible schedule,(1) Fundamentals of tropical forest landscape management(2) Conservation & restoration strategies(3) Funding conservation & restoration,"Reforestation, Agroforestry, Conservation Science","Why conserve and restore tropical forest landscapes?, Ecology of tropical forest landscapes, Social considerations for restoration and conservation, Conservation strategies, Restoration fundamentals, Agroforestry and agroecology, Funding conservation and restoration",Eva Garen,Yale University,Physical Science and Engineering,https://www.coursera.org/learn/tropicalforests101,19.0,94
Introduction to Indoor Air Quality,4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Introduction to Indoor Air Quality (IAQ), Radon and Indoor Aerosol, VOCs, Ozone and Combustion Related Pollutants, Bioaerosols and Asbestos",Christopher Chao,The Hong Kong University of Science and Technology,Physical Science and Engineering,https://www.coursera.org/learn/intro-indoor-air-quality,11.0,632
Golf Course Management: Best Practices,0.0,Beginner level,Flexible schedule,Not specified,Not specified,"Module 1 | Golf Course Architecture , Module 2 | Golf Course Construction , Module 3 | Golf Course Turf Management , Module 4 | Golf Course Soil Management , Module 5 |  Golf Course Diseases",Bruce Branham,University of Illinois at Urbana-Champaign,Physical Science and Engineering,https://www.coursera.org/learn/golf-turf-management-best-practices,7.0,0
A Practitioner's Approach to Power Distribution & Automation Specialization,4.7,Intermediate level,Flexible schedule,"Design, erection, and commissioning - MV/LV distribution system.Route Survey and Pole marking,Selection and quantify distribution poles Selection, sizing and laying underground cablesExposure to Distribution Automation SystemAble to prepare Single Line Diagram (SLD) Able to prepare substation layout with different bus bar schemes and erection key diagram (EKD)Able to design protection schemes for substationAble to design earthing and lightening protection layout for substationInterface engineering with Civil and Mechanical disciplines.","Maintenance Engineering, Design engineer, Planning Engineer, Construction engineer","Electrical Power Distribution, MV Substation - An industrial approach (PART-A), MV Substation - An industrial approach (PART-B)",Subject Matter Expert,L&T EduTech,Physical Science and Engineering,https://www.coursera.org/specializations/powerdistributionandautomation,40.0,77
Electric Vehicle Sensors,4.2,Intermediate level,Flexible schedule,"Examine traction motor, inverter, transmission and battery charging hardwareSpecify the correct sensor for an electric vehicle application","Torque and speed sensors, battery charging, Voltage and current sensors, Electric Vehicles, Motors","How Electric Vehicles Work , Major Electrical Components , Battery Charging and Measurement , Sensors Critical to EV Performance ",Jay Mendelson,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/electric-vehicle-sensors,40.0,18
New Space: Access to space - Basics,4.7,Beginner level,Flexible schedule,Understand how to access space.Acquire basics on launchers architecture and propulsion system.Understand what characterize launchers and rocket engines developed in the New Space.,"Rocket engines classification, Basis in space access, Sustainalble space introduction, Launchers architecture, New Space definiton","Introduction, The launchers, Rocket engines basics, Newspace for space access, General assessment","Yves Gourinat, Annafederica Urbano",ISAE-SUPAERO,Physical Science and Engineering,https://www.coursera.org/learn/newspace-access-to-space,6.0,35
Physics of Waves and Optics Specialization,0.0,Intermediate level,Flexible schedule,How to mathematically describe wave motion through a continuum.How to describe lenses and image formation with geometrical optics.How to understand the fundamental properties of light with physical optics.,"Image Formation, Calculus, Physics, diffraction, waves, interference, Geometrical Optics, Optics Algorithm, Light","Physics of Oscillators and Waves, Physics of Light and Materials, Physics of Geometrical and Physical Optics",Jason Hafner,Rice University,Physical Science and Engineering,https://www.coursera.org/specializations/waves-optics,72.0,0
Ecosystem Services: a Method for Sustainable Development,4.8,Intermediate level,Flexible schedule,Not specified,Not specified,"Module 1: Frontiers in Ecosystem Services, Module 2: Valuation of Ecosystem Services, Module 3: Understanding the Normative Dimensions of Ecosystem Services, Module 4: Quantitative and Spatially-Explicit Assessment of Ecosystem Services , Module 5: Mainstreaming Ecosystem Services into Decision-Making Process, Module 6: Create your own Ecosystem Services Case (optional)","Anthony Lehmann, Juliet Jane Fall, Martin Schlaepfer",University of Geneva,Physical Science and Engineering,https://www.coursera.org/learn/ecosystem-services,17.0,627
Fundamentals of Fluid Power,4.8,Not specified,Flexible schedule,Not specified,"Energy, Hybrid Vehicle Manufacturing, Hydraulics, Mechanical Engineering","Week 1: Fundamentals of Fluid Power, Week 2: Components and Concepts: Part 1, Week 3: Components and Concepts: Part 2, Week 4: Predicting Performance Through Simulation, Week 5: Fluid Properties, Week 6: Advanced Components and Systems and Course Summary","James D. Van De Ven, PhD, Will Durfee, PhD",University of Minnesota,Physical Science and Engineering,https://www.coursera.org/learn/fluid-power,19.0,1244
Motors and Motor Control Circuits,4.7,Intermediate level,Flexible schedule,"Understand how to specify the proper AC or DC motor for a machine designIntegrate the motor to a machine, based on analysis of motor equations for voltage, current, torque and speedImplement the motor and accompanying rotary sensor into a motor control circuit in both hardware and softwareCreate hardware and firmware to process motor feedback data to a microprocessor for further evaluation",Not specified,"AC Motor Designs, AC Motor Control, DC Motors, DC Motor Control and Stepper Motors, Course Projects","James Zweighaft, Jay Mendelson",University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/motors-circuits-design,36.0,1338
Rapid Prototyping and Tooling Specialization,5.0,Beginner level,Flexible schedule,You will understand the basics of rapid prototyping and its relationship to the engineering design process.You will learn how to incorporate electronic components in your rapid prototypes.You will understand the strengths and weaknesses of common materials and tooling used for rapid prototyping and situations for when to use each one.,"Material selection for Rapid Prototyping, Tool selection for Rapid Prototyping, Incorporating electronic components, Basics of rapid prototyping","Using Rapid Prototyping in the Engineering Design Process, Adding Electronics to Rapid Prototypes, Rapid Prototyping Materials and Tooling",Daniel Frank,Arizona State University,Physical Science and Engineering,https://www.coursera.org/specializations/rapid-prototyping-and-tooling,40.0,13
Photovoltaic solar energy,4.2,Beginner level,Flexible schedule,Not specified,Not specified,"Photovoltaic Solar Energy, SOLAR CELL OPERATION, SOLAR PHOTOVOLTAIC SYSTEMS","Erik Johnson, Pr. Bernard Drevillon",École Polytechnique,Physical Science and Engineering,https://www.coursera.org/learn/photovoltaic-solar-energy,6.0,452
Introduction to Semiconductor Process 1,0.0,Intermediate level,Flexible schedule,Learn about modern semiconductor process  ,"Ion Implantation, CMOS Process, MOSFET, semiconductior, Diffusion & Doping, Oxidation","Week 1 Overview of MOSFET theory, Week 2 CMOS Process Integration, Week 3 Cleanroom, RCA Cleaning Crystal Growth, Week 4 Diffusion & Doping, Week 5 Oxidation, Week 6 Ion Implantation, Week 7 Lithography, Week 8 EUV Lithography",Keon Jae Lee,Korea Advanced Institute of Science and Technology(KAIST),Physical Science and Engineering,https://www.coursera.org/learn/semiconductor-process-1,4.0,0
Agroforestry Specialization,4.5,Intermediate level,Flexible schedule,Not specified,"Biology, Forestry, environmental science, Agronomy, Ecology, Horticulture","Agroforestry I: Principles and Practices, Agroforestry II: Major Systems of the World, Agroforestry III: Principles of Plant and Soil Management, Agroforestry IV: Climate, Carbon Storage and Agroforestry, Agroforestry V: Ecosystem Services, Food and Sustainability","Jennifer Vogel, Online Programs Coordinator",University of Florida,Physical Science and Engineering,https://www.coursera.org/specializations/agroforestry-all,180.0,10
Quantum Optics 1 : Single Photons,4.8,Not specified,Flexible schedule,Not specified,Not specified,"Quantization of light: one mode  , One photon state in a single mode: particle-like behaviour, One photon interference: Wave-Particle duality, Multimode quantized radiation: quantum optics in a real lab, One photon sources in the real world, Wave-particle duality for a single photon in the real world, One-photon based quantum technologies ","Michel Brune, Alain Aspect",École Polytechnique,Physical Science and Engineering,https://www.coursera.org/learn/quantum-optics-single-photon,33.0,307
"Nanotechnology and Nanosensors, Part1",4.6,Not specified,Flexible schedule,Not specified,Not specified,"Introduction to Nanotechnology, Part 1, Introduction to Nanotechnology, Part 2, Introduction to Sensors’ Science and Technology, Metal Nanoparticles-based Sensors, Quantum Dots Sensor",Prof. Hossam Haick,Technion - Israel Institute of Technology,Physical Science and Engineering,https://www.coursera.org/learn/nanotechnology1,11.0,1152
Astrobiology: Exploring Other Worlds,4.9,Beginner level,Flexible schedule,Not specified,Not specified,"Planets in the Solar System and Beyond, Hunting for Exoplanets, Habitability, Life, Emerging Complex Life and Intelligence, SETI and Cosmic Companionship",Chris Impey,University of Arizona,Physical Science and Engineering,https://www.coursera.org/learn/astrobiology-exploring-other-worlds,24.0,441
Nuclear fuel management: a practical approach Specialization,0.0,Intermediate level,Flexible schedule,Not specified,Not specified,"Out of core nuclear fuel management: front end, Out of core nuclear fuel management: back end, In core nuclear fuel management",Juan Luis François Lacouture,Universidad Nacional Autónoma de México,Physical Science and Engineering,https://www.coursera.org/specializations/nuclear-fuel,40.0,0
The Science of the Solar System,4.8,Not specified,Flexible schedule,Not specified,"Solar Systems, Chemistry, Geology, Astrobiology","Unit 1: Water on Mars (week 1), Unit 1: Water on Mars (week 2), Unit 1: Water on Mars (week 3), Unit 2: The insides of giant planets  (week 1), Unit 2: The insides of giant planets (week 2), Unit 3: Big questions from small bodies (week 1), Unit 3: Big questions from small bodies (week 2), Unit 4: Life in the solar system (week 1),  Unit 4: Life in the solar system and beyond (week 2), Final exam",Mike Brown,Caltech,Physical Science and Engineering,https://www.coursera.org/learn/solar-system,29.0,767
Algae Biotechnology,4.8,Intermediate level,Flexible schedule,Not specified,Not specified,"Introduction to Algae Biotechnology, Genetic and Metabolic Engineering of Algae Part 1, Genetic and Metabolic Engineering of Algae Part 2, Algae Biotechnology Commercial Production, Algae Biotechnology Companies Part 1, Algae Biotechnology Companies Part 2","Ira ""Ike"" Levine, Dr. Stephen Mayfield",University of California San Diego,Physical Science and Engineering,https://www.coursera.org/learn/algae-biotechnology,6.0,467
Kinematics: Describing the Motions of Spacecraft,4.9,Advanced level,Flexible schedule,Differentiate a vector as seen by another rotating frame and derive frame dependent velocity and acceleration vectorsApply the Transport Theorem to solve kinematic particle problems and translate between various sets of attitude descriptionsAdd and subtract relative attitude descriptions and integrate those descriptions numerically to predict orientations over timeDerive the fundamental attitude coordinate properties of rigid bodies and determine attitude from a series of heading measurements,Not specified,"Introduction to Kinematics, Rigid Body Kinematics I, Rigid Body Kinematics II, Static Attitude Determination",Hanspeter Schaub,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,28.0,314
Energy Justice: Fostering More Equitable Energy Futures,4.8,Beginner level,Flexible schedule,Not specified,"designing and redesigning energy systems to put justice at the center, recognizing energy injustice, applying concepts and tools to advance energy justice","Introduction to the Course and to the Landscape of Energy Justice, Energy Systems and Justice Frameworks, Creating More Just Energy Systems",Amanda C. Graham,Dartmouth College,Physical Science and Engineering,https://www.coursera.org/learn/energy-justice,17.0,29
Introduction to solar cells,4.8,Beginner level,Flexible schedule,Not specified,"Solar Systems, Solar Energy, Solar Technology, Solar Cell Manufacturing","Introduction, History of solar cells, Why solar energy, Power from solar cells, Modelling a solar cell, How do solar cells work, Efficiency of solar cells, Silicon solar cells, Thin film solar cells, Polymer solar cells, Solar cell technologies",Suraj Manikandan,Technical University of Denmark (DTU),Physical Science and Engineering,https://www.coursera.org/learn/solar-cells,23.0,2434
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Introduction and Basic Tools, Velocity and Acceleration, Motion in Two Dimensions, ""Newtons Laws of Motion"", Weight, Friction and Spring Forces, Work, Energy and Power, Momentum and Collisions, Gravity","Prof. Joe Wolfe, Mr Sebastian Fricke, Dr Elizabeth  J.  Angstmann",UNSW Sydney (The University of New South Wales),Physical Science and Engineering,https://www.coursera.org/learn/mechanics-particles-planets,29.0,1016
Introduction to Environmental Science Specialization,4.8,Beginner level,Flexible schedule,Not specified,Not specified,"Environmental Science, Population, Food, and Soil, Energy and Environment",Andy Friedland,Dartmouth College,Physical Science and Engineering,https://www.coursera.org/specializations/environmental-science,80.0,66
Quantum Mechanics for Engineers Specialization,4.3,Intermediate level,Flexible schedule,Understand fundamental concepts of quantum mechanics Achieve mastery of required mathematical apparatus Mathematically describe behaviors of quantum systems and compute important quantities,"Differential Equations, Calculus, Linear Algebra","Foundations of Quantum Mechanics, Theory of Angular Momentum, Approximation Methods",Wounjhang Park,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/specializations/quantum-mechanics-for-engineers,40.0,30
Sensors and Sensor Circuit Design,4.6,Advanced level,Flexible schedule,"Use the core features of the Cypress PSOC development kit.    Choose the right temperature sensor, rotary sensor and amplifier for an application.    Interface sensors, LCD, and ADC to the PSOC development kit.    ",Not specified,"Thermal Sensors, Sensor Development Kit and Prototyping, Rotary and Flow Sensors, Amplifiers and Sensor Noise, Course Project","James Zweighaft, Jay Mendelson",University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/sensors-circuit-interface,31.0,1098
Statistical Thermodynamics Specialization,4.4,Advanced level,Flexible schedule,Understand how the microscopic properties of atoms and molecules relate to classical thermodynamic properties and to some non-equilibrium phenomena.Analyze and estimate how thermodynamic materials behave and obtain appropriate equilibrium and non-equilibrium properties.Apply some computational skills to statistical thermodynamics.,"Mechanical Engineering, Chemistry, Quantum Mechanics, Fluid Mechanics","Fundamentals of Macroscopic and Microscopic Thermodynamics, Quantum Mechanics, Ideal Gases, Dense Gases, Liquids and Solids, Non-Equilibrium Applications of Statistical Thermodynamics",John W. Daily,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/specializations/statistical-thermodynamics-engineering,40.0,437
"Hydro, Wind & Solar power: Resources, Variability & Forecast",4.6,Intermediate level,Flexible schedule,Not specified,Not specified,"Basics on climate, energy and meteorology, Hydro and fluvial power, Wind power, Solar Power, Renewable energy integration and forecasting","Jordi Badosa, Alexis Tantet, Alexandre Stegner, Philippe Drobinski",École Polytechnique,Physical Science and Engineering,https://www.coursera.org/learn/hydro-wind-solar-power-resources-variability-forecast,15.0,91
Optical Efficiency and Resolution,4.1,Advanced level,Flexible schedule,"Design an optical system with simple mathematical and graphical techniquesDesign an optical system with the required field of view and resolutionAnalyze the characteristics of your optical system using an industry-standard design tool, OpticStudio by Zemax",Not specified,"Geometrical Optics for Gaussian Beams, ""Maxwells Equations"", Impulse Responses and Transfer Functions, Finite Aperture Optics, Radiometry",Robert McLeod,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/optical-efficiency-and-resolution,21.0,57
Fundamentals of Digital Image and Video Processing,4.6,Not specified,Flexible schedule,Not specified,"Image Processing, Data Compression, Matlab","Introduction to Image and Video Processing, Signals and Systems, Fourier Transform and Sampling, Motion Estimation, Image Enhancement, Image Recovery: Part 1, Image Recovery : Part 2, Lossless Compression, Image Compression, Video Compression, Image and Video Segmentation, Sparsity",Aggelos K. Katsaggelos,Northwestern University,Physical Science and Engineering,https://www.coursera.org/learn/digital,35.0,1714
Fundamentals of Materials Science,4.6,Intermediate level,Flexible schedule,Not specified,Not specified,"Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Week 7, Week 8, Week 9, Week 10, Week 11, Week 12, Week 13, Week 14, Week 15, Week 16","Qiang Guo, Kolan M. Reddy, Liu Jing",Shanghai Jiao Tong University,Physical Science and Engineering,https://www.coursera.org/learn/fundamentals-of-materials-science,20.0,144
Intro to Acoustics (Part 1),4.5,Intermediate level,Flexible schedule,Not specified,Not specified,"Introduction, Vibration and Waves, Acoustic Wave Equation, Acoustic Wave Equation and its Basic Physical Measures, Waves on a Flat Surface of Discontinuity 1, Waves on a Flat Surface of Discontinuity 2",Yang-Hann Kim,Korea Advanced Institute of Science and Technology(KAIST),Physical Science and Engineering,https://www.coursera.org/learn/intro-to-acoustics,13.0,137
Real-Time Embedded Systems Concepts and Practices,3.8,Intermediate level,Flexible schedule,"A beginning practitioner's understanding of rate monotonic theory, analysis, and practices for embedded systeems.Implementation of real-time services as POSIX threads.Difference between Linux user space and kernel space.","Posix Threads, C Programming, RM LUB (Rate Monotonic Least Upper Bound), Linux On Embedded Systems, Multi-Core Processors","Exploration of RT Challenges and Concepts, Quality of Service Theory from Best Effort to Hard Real-Time, Scheduling and Concept of Real-Time Services, Overview of Real-time Hardware Architectures and Software Stacks",Sam Siewert ,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/real-time-embedded-systems-concepts-practices,50.0,58
Introduction to Semiconductor Packaging,4.5,Not specified,Flexible schedule,"Introduction to essential concepts such as length scales, transistor actions and feature sizes of integrated circuits. Historical observations and trends using Moores LawExplore the anatomy and function of semiconductor packaging. Recognize various types of packages and how they differ in materials, design and reliability. ","Materials-device characterization and analysis, thermal management, Semiconductor packaging design, Materials-device length scales","Welcome, Nanoelectronics, What is Packaging? Part 1, What is Packaging? Part 2, Anatomy of a Package Part 1, Anatomy of a Package Part 2, Anatomy of a Package Part 3, Anatomy of a Package Part 4, Introduction to Semiconductor Packaging Course Summary ",Terry Alford,Arizona State University,Physical Science and Engineering,https://www.coursera.org/learn/introduction-to-semiconductor-packaging,10.0,20
"Our Earth: Its Climate, History, and Processes",4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Building Blocks of Earth’s Climate System, Formation, evolution, and processes of the solid Earth , Water in Earth’s Climate System: Oceans, Atmosphere, and Cryosphere, Life, and its Effect on Earth’s Climate System, Build Your Own Earth and Conclusion","Prof. David M. Schultz, Dr Jonathan Fairman, Dr Rochelle Taylor",University of Manchester   ,Physical Science and Engineering,https://www.coursera.org/learn/our-earth,13.0,341
Careers in Sustainability,4.4,Beginner level,Flexible schedule,Not specified,"Spreadsheet, Data Analysis, Sustainability, Presentation","Introduction to careers in sustainability, Introduction to sustainability, What does a sustainability analyst do?, What software, tools and resources should an analyst be familiar with?, How to find trends in data, What is Lifecycle Evaluation?, What roles could analysts play in an organization’s marketing and PR activities?, What is the biggest difference between private and public sustainability analyst roles?, What challenges can an analyst expect to face when arriving at a new job?",Christopher Boone,Arizona State University,Physical Science and Engineering,https://www.coursera.org/learn/sustainability-careers,13.0,37
Disaster Preparedness,4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Introduction & Disaster Cycle, Personal Preparedness Basics, Personal Preparedness Safety, Attitudes and Awareness, International Perspectives, Support and Medical Considerations, Wilderness Survival","Michael Beach, Maighdlin Anderson ",University of Pittsburgh,Physical Science and Engineering,https://www.coursera.org/learn/disaster-preparedness,13.0,1528
Drones for Environmental Science,4.9,Beginner level,Flexible schedule,"Describe how a variety of drones can accomplish important missions for environmental science.Explain the importance of key best practices in drone research, including legal and ethical concerns.Discover relevant career paths in drones for environmental science.","Environmental Monitoring, Critical Thinking, Research Methods, drone applications","Introduction to Drones , Why Drones Are Good for Environmental Research, How to Approach Research with Drones, Career Paths",Dr.  David W. Johnston,Duke University,Physical Science and Engineering,https://www.coursera.org/learn/drones-for-environmental-science,12.0,20
GIS Data Acquisition and Map Design,4.9,Beginner level,Flexible schedule,Not specified,"Spatial Analysis, Geographic Information System (GIS), Mapping, Cartography, Esri","GIS File Types, Data Models, and Topology, Finding data and preparing it for your project, Geocoding addresses and postal codes, Map Design Principles, Mapping Quantitative Data, Quantitative Map Types, Project: Getting Data and Making Your Own Map",Don Boyes,University of Toronto,Physical Science and Engineering,https://www.coursera.org/learn/gis-data-acquisition-map-design,20.0,655
Modeling and Control of Power Electronics Specialization,4.8,Intermediate level,Flexible schedule,Master techniques of design-oriented analysis for switched-mode power converters. Verify the design of closed-loop regulated power converters using switching and averaged circuit simulations.Design high-performance peak current-mode control and average current-mode control loops.Design input filters for switched-mode power converters.Design power-factor correction rectifiers Design dc-ac inverters for solar photovoltaic power systems,"Modeling And Simulation, Power Supplies, Photovoltaic (PV) Systems, Power Electronics, Circuit Design","Averaged-Switch Modeling and Simulation, Techniques of Design-Oriented Analysis, Input Filter Design, Current-Mode Control, Modeling and Control of Single-Phase Rectifiers and Inverters",Dr. Dragan Maksimovic,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/specializations/modeling-and-control-of-power-electronics,80.0,79
Ciencia de datos energéticos,0.0,Intermediate level,Flexible schedule,Explicar cómo se aplica el proceso de la ciencia de datos en la solución de problemas en diferentes dominios del sector de la energía eléctrica.Aplicar algoritmos simples de descubrimiento de patrones y de explicaciones a problemas del sector de la energía eléctrica.Construir prototipos de perfiles de consumo a partir de datos provenientes de medidores avanzados.Obtener los componentes que describen el comportamiento de series de tiempo.,"Series de tiempo, análisis de datos, Descubrimiento de patrones y explicaciones, Perfiles de consumo, Ciencia de Datos","Panorama general de la Ciencia de Datos Energéticos, Variables físicas asociadas a la energía eléctrica. Comprensión de los datos., Consumo de energía eléctrica. Preparación de los datos., Transporte de energía eléctrica. Descubrimiento de patrones., Generación de energía eléctrica. Descubrimiento de explicaciones., Mercados y comercialización de energía eléctrica. Series de Tiempo",Oscar Germán Duarte Velasco,Universidad Nacional de Colombia,Physical Science and Engineering,https://www.coursera.org/learn/ciencia-de-datos-energticos,32.0,0
Introduction to Solid Edge,4.8,Beginner level,Flexible schedule,Not specified,Computer-Aided Design (CAD),"An Introduction to Solid Edge, Basic Commands, User Experience Features, Building Assemblies, Additional Features, Importing Data, and Practice Exams",,Siemens,Physical Science and Engineering,https://www.coursera.org/learn/introduction-to-solid-edge,8.0,37
Deep Time: Discovering an Ancient Earth,4.8,Beginner level,Flexible schedule,"Communicate and teach the underpinnings of geology and deep time.Evaluate the evidence supporting the age of the earth, and review the geologic story of the Rocky Mountains.Apply geological data, models, and investigations.","Critical Assessment of Science, History of Science, Geologic History of the Rocky Mountains, Geological Methods, Evidence for Ancient Earth","Science and Geology in Search of Deep Time, Origins: Stars to Planets, Continents, Oceans, and Atmospheres, Seas and Ancient Mountains of North America, The Rise of the Modern Rocky Mountains",Alan Lester,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/deep-time-discovering-an-ancient-earth,10.0,14
Ethics in Engineering,4.8,Beginner level,Flexible schedule,Key factors that led to historical cases of engineering failures The causes and outcomes of these classic engineering failuresA working knowledge of the ethical foundations of engineering ,"Engineering, Ethics","Week 1, Week 2, Week 3, Week 4",David Chesney,University of Michigan,Physical Science and Engineering,https://www.coursera.org/learn/ethics-in-engineering,13.0,22
"Energy, Environment, and Everyday Life",4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Course Orientation, Week 1: How It All Starts and Ends, Week 2: Getting and Using the Power, Week 3: Why Coal Is Dirty, Week 4: Oil and Gas – With Us Forever?, Week 5: Renewables – What Is New under the Sun, Week 6: More Renewables and Your Radioactive World, Week 7: Nuclear Power Problems and Solutions, Week 8: Our Future Is Bright!",David N. Ruzic,University of Illinois at Urbana-Champaign,Physical Science and Engineering,https://www.coursera.org/learn/energy-environment-life,47.0,209
Particle Physics: an Introduction,4.4,Not specified,Flexible schedule,Not specified,Not specified,"Matter and forces, measuring and counting, Nuclear physics, Accelerators and detectors, Electromagnetic interactions, Hadrons and strong interaction, Electro-weak interactions, Discovering new phenomena, Dark matter and dark energy","Anna Sfyrla, Martin Pohl",University of Geneva,Physical Science and Engineering,https://www.coursera.org/learn/particle-physics,40.0,901
Signaling actions of small molecules,0.0,Beginner level,Flexible schedule,Learn about fundamental principles underlying various cellular signaling events controlled by endogenous small molecules,"Cell Biology, Biochemistry","Week 1, Week 2, Week 3, Week 4, Week 5, Week 6, Final exam",Seyun Kim,Korea Advanced Institute of Science and Technology(KAIST),Physical Science and Engineering,https://www.coursera.org/learn/signaling-actions-of-small-molecules,10.0,0
Systèmes d’Information Géographique - Partie 1,4.5,Beginner level,Flexible schedule,Not specified,"Qgis, Geographic Information System (GIS), Spatial Databases, SQL","Numérisation - Modélisation du territoire: les éléments spatiaux et leurs caractéristiques, Numérisation - Saisie et documentation des géodonnées, Numérisation - Automatisation de la saisie et utilisation de géodonnées existantes, Stockage - Organisation et structuration des géodonnées, Stockage - Gestion de données avec le langage SQL, Stockage - SQL spatial et bases de données NoSQL","Stéphane Joost, Fernand Koffi Kouamé, Amadou Sall, Marc Soutter ",École Polytechnique Fédérale de Lausanne,Physical Science and Engineering,https://www.coursera.org/learn/sig-1,19.0,276
Renewable Energy Projects,4.8,Beginner level,Flexible schedule,How to quickly assess the feasibility of a proposed renewable energy project.How to plan and finance a renewable energy project.How to execute the construction and ongoing operations of a renewable energy project.,"Project Management, Renewable Energy, Project Execution, Project Operations, Project Feasibility","Project Planning, Renewable Energy Project Assessments, Project Financing, Project Execution, Final Assessment",Stephen R. Lawrence,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/renewable-energy-projects,14.0,95
Introduction to Public Health Engineering in Humanitarian Contexts,4.7,Beginner level,Flexible schedule,Not specified,Not specified,"Public Health Engineering, Humanitarian contexts, WATER SUPPLY SYSTEMS, Sanitation, Waste management & Hygiene promotion","Christoph Lüthi, Javier Cordoba",École Polytechnique Fédérale de Lausanne,Physical Science and Engineering,https://www.coursera.org/learn/engineering-humanitarian,12.0,352
Design of High-Performance Optical Systems,4.6,Advanced level,Flexible schedule,"Describe how different wavelengths propagate through systemsDevelop strategies for correcting aberrations and enhancing the performance of optical instruments in various applicationsDescribe the nature and effects of optical aberrations, particularly in high-angle, non-paraxial systems",Not specified,"Chromatic Aberrations , Ray Aberrations , Field Curvature and Distortion, Techniques for Reduction of Aberrations, Optical Components",Robert McLeod,University of Colorado Boulder,Physical Science and Engineering,https://www.coursera.org/learn/design-high-performance-optical-systems,23.0,46
